,tconst,primaryTitle,startYear,ordering,nconst,characters,primaryName,birthYear
82736,tt0085704,Hysterical,1983,1.0,nm0399783,"[""Frederic Lansing"",""Casper""]",Bill Hudson,1949
82737,tt0085704,Hysterical,1983,2.0,nm0399917,"[""Dr. Paul Batton""]",Mark Hudson,1951
82738,tt0085704,Hysterical,1983,3.0,nm0399791,"[""Fritz""]",Brett Hudson,1953
82743,tt0085704,Hysterical,1983,4.0,nm0681882,"[""Kate""]",Cindy Pickett,1947
82744,tt0108186,Son in Law,1993,4.0,nm0681882,"[""Connie Warner""]",Cindy Pickett,1947
82745,tt0859644,The Village Barbershop,2008,3.0,nm0681882,"[""Josie""]",Cindy Pickett,1947
82761,tt0085743,Jaane Bhi Do Yaaro,1983,4.0,nm0787474,"[""Municipal Commissioner D'Mello""]",Satish Shah,1951
82765,tt1190894,"Road, Movie",2009,2.0,nm0442479,"[""Om""]",Satish Kaushik,1956
82766,tt7262178,Veerey Ki Wedding,2018,4.0,nm0442479,"[""Gopi Bhalla""]",Satish Kaushik,1956
82770,tt0085756,Jimmy the Kid,1982,4.0,nm0908914,"[""May""]",Dee Wallace,1948
82771,tt0089981,Secret Admirer,1985,4.0,nm0908914,"[""Connie Ryan""]",Dee Wallace,1948
82772,tt0090887,Critters,1986,1.0,nm0908914,"[""Helen Brown""]",Dee Wallace,1948
82773,tt0107628,My Family Treasure,1993,1.0,nm0908914,"[""Alex Danieloff""]",Dee Wallace,1948
82774,tt0425478,American Blend,2006,2.0,nm0908914,"[""Jayme""]",Dee Wallace,1948
82775,tt0443501,Expiration Date,2006,3.0,nm0908914,"[""Lucille""]",Dee Wallace,1948
82776,tt1900924,Margarine Wars,2012,3.0,nm0908914,"[""Madge Havershank""]",Dee Wallace,1948
82777,tt2119383,As High as the Sky,2012,4.0,nm0908914,"[""Aunt Deborah""]",Dee Wallace,1948
82782,tt0085758,Joe's Bed-Stuy Barbershop: We Cut Heads,1983,4.0,nm0382975,"[""Nicholas Lovejoy""]",Tommy Redmond Hicks,1962
82783,tt0091939,She's Gotta Have It,1986,2.0,nm0382975,"[""Jamie Overstreet""]",Tommy Redmond Hicks,1962
82785,tt0091939,She's Gotta Have It,1986,4.0,nm0000490,"[""Mars Blackmon""]",Spike Lee,1957
82810,tt0085764,Joysticks,1983,4.0,nm0569372,"[""Jefferson Bailey""]",Scott McGinnis,1958
82811,tt0087829,Odd Jobs,1986,3.0,nm0569372,"[""Woody""]",Scott McGinnis,1958
82812,tt0096483,You Can't Hurry Love,1988,2.0,nm0569372,"[""Skip Dooley""]",Scott McGinnis,1958
82816,tt0085794,The King of Comedy,1982,3.0,nm0007958,"[""Rita Keane""]",Diahnne Abbott,1945
82856,tt0085868,Losin' It,1983,1.0,nm0000129,"[""Woody""]",Tom Cruise,1962
82857,tt0086200,Risky Business,1983,1.0,nm0000129,"[""Joel""]",Tom Cruise,1962
82858,tt0094889,Cocktail,1988,1.0,nm0000129,"[""Brian Flanagan""]",Tom Cruise,1962
82860,tt1013743,Knight and Day,2010,1.0,nm0000129,"[""Roy Miller""]",Tom Cruise,1962
82861,tt1336608,Rock of Ages,2012,3.0,nm0000129,"[""Stacee Jaxx""]",Tom Cruise,1962
82863,tt3532216,American Made,2017,1.0,nm0000129,"[""Barry Seal""]",Tom Cruise,1962
82864,tt0085868,Losin' It,1983,3.0,nm0007082,"[""Spider""]",John Stockwell,1961
82865,tt0089652,My Science Project,1985,1.0,nm0007082,"[""Michael Harlan""]",John Stockwell,1961
82866,tt0091818,Radioactive Dreams,1985,1.0,nm0007082,"[""Phillip Chandler""]",John Stockwell,1961
82871,tt0085868,Losin' It,1983,4.0,nm0623117,"[""Wendell""]",John P. Navin Jr.,1968
82873,tt0085873,Lovesick,1983,2.0,nm0001527,"[""Chloe Allen""]",Elizabeth McGovern,1961
82874,tt0087968,Racing with the Moon,1984,2.0,nm0001527,"[""Caddie Winger""]",Elizabeth McGovern,1961
82875,tt0096094,She's Having a Baby,1988,2.0,nm0001527,"[""Kristy Briggs""]",Elizabeth McGovern,1961
82876,tt0109783,The Favor,1994,2.0,nm0001527,"[""Emily Embrey""]",Elizabeth McGovern,1961
82877,tt4145304,Unexpected,2015,4.0,nm0001527,"[""Carolyn""]",Elizabeth McGovern,1961
82878,tt4163960,Showing Roots,2016,2.0,nm0001527,"[""Shirley""]",Elizabeth McGovern,1961
82879,tt6983418,A Name Without a Place,2019,4.0,nm0001527,"[""Gretchen Lansing""]",Elizabeth McGovern,1961
82880,tt0085873,Lovesick,1983,4.0,nm0004724,"[""Nymphomanic""]",Christine Baranski,1952
82881,tt0131325,Bowfinger,1999,4.0,nm0004724,"[""Carol""]",Christine Baranski,1952
82882,tt1743265,What's the Name of the Dame?,2009,2.0,nm0004724,\N,Christine Baranski,1952
82888,tt0085877,Luggage of the Gods!,1983,2.0,nm0056789,"[""Tull""]",Gabriel Barre,1957
82889,tt0424797,The Amazing Floydini,2004,2.0,nm0056789,"[""Floyd""]",Gabriel Barre,1957
82891,tt0085877,Luggage of the Gods!,1983,4.0,nm0352192,"[""Zoot""]",Martin Haber,1928
82908,tt0085891,The Man Who Loved Women,1983,3.0,nm0000107,"[""Louise Carr""]",Kim Basinger,1953
82909,tt0092666,Blind Date,1987,1.0,nm0000107,"[""Nadia Gates""]",Kim Basinger,1953
82910,tt0093596,Nadine,1987,2.0,nm0000107,"[""Nadine Hightower""]",Kim Basinger,1953
82911,tt0095687,My Stepmother Is an Alien,1988,2.0,nm0000107,"[""Celeste Martin""]",Kim Basinger,1953
82912,tt0348593,The Door in the Floor,2004,2.0,nm0000107,"[""Marion Cole""]",Kim Basinger,1953
82913,tt0377057,Elvis Has Left the Building,2004,1.0,nm0000107,"[""Harmony Jones""]",Kim Basinger,1953
82914,tt1661382,Grudge Match,2013,3.0,nm0000107,"[""Sally""]",Kim Basinger,1953
82915,tt0085891,The Man Who Loved Women,1983,4.0,nm0000447,"[""Agnes Chapman""]",Marilu Henner,1952
82916,tt0087507,Johnny Dangerously,1984,3.0,nm0000447,"[""Lil""]",Marilu Henner,1952
82917,tt0089945,Rustlers' Rhapsody,1985,3.0,nm0000447,"[""Miss Tracy""]",Marilu Henner,1952
82918,tt4584718,Imperfections,2016,4.0,nm0000447,"[""Val""]",Marilu Henner,1952
82924,tt0085892,The Man Who Wasn't There,1983,3.0,nm0385543,"[""Ted Durand""]",Art Hindle,1948
82925,tt0095039,Dixie Lanes,1988,3.0,nm0385543,"[""Sheriff Lewis Clark""]",Art Hindle,1948
82926,tt6715006,Happenstance,2017,8.0,nm0385543,"[""Robert""]",Art Hindle,1948
82927,tt0085892,The Man Who Wasn't There,1983,4.0,nm0366453,"[""Amanda"",""Ten Duyck""]",Morgan Most,1958
82930,tt0085894,The Man with Two Brains,1983,2.0,nm0000678,"[""Dolores Benedict""]",Kathleen Turner,1954
82931,tt0088011,Romancing the Stone,1984,2.0,nm0000678,"[""Joan Wilder""]",Kathleen Turner,1954
82932,tt0089370,The Jewel of the Nile,1985,2.0,nm0000678,"[""Joan""]",Kathleen Turner,1954
82933,tt0089841,Prizzi's Honor,1985,2.0,nm0000678,"[""Irene Walker""]",Kathleen Turner,1954
82934,tt0091738,Peggy Sue Got Married,1986,1.0,nm0000678,"[""Peggy Sue""]",Kathleen Turner,1954
82935,tt0096203,Switching Channels,1988,1.0,nm0000678,"[""Christy Colleran""]",Kathleen Turner,1954
82936,tt0108442,Undercover Blues,1993,1.0,nm0000678,"[""Jane Blue""]",Kathleen Turner,1954
82937,tt0111127,Serial Mom,1994,1.0,nm0000678,"[""Mom""]",Kathleen Turner,1954
82938,tt0118665,Baby Geniuses,1999,1.0,nm0000678,"[""Elena""]",Kathleen Turner,1954
82939,tt0146457,Bad Baby,1997,2.0,nm0000678,"[""Mom""]",Kathleen Turner,1954
82940,tt0176948,Love and Action in Chicago,1999,4.0,nm0000678,"[""Middleman""]",Kathleen Turner,1954
82941,tt0210567,Beautiful,2000,4.0,nm0000678,"[""Verna Chickle""]",Kathleen Turner,1954
82942,tt0822832,Marley & Me,2008,4.0,nm0000678,"[""Ms. Kornblut""]",Kathleen Turner,1954
82943,tt1650058,The Perfect Family,2011,1.0,nm0000678,"[""Eileen Cleary""]",Kathleen Turner,1954
82944,tt1985094,Gods Behaving Badly,2013,3.0,nm0000678,"[""Styx""]",Kathleen Turner,1954
82952,tt0085919,Max Dugan Returns,1983,4.0,nm0000111,"[""Michael McPhee""]",Matthew Broderick,1962
82953,tt0089457,Ladyhawke,1985,1.0,nm0000111,"[""Gaston""]",Matthew Broderick,1962
82954,tt0091042,Ferris Bueller's Day Off,1986,1.0,nm0000111,"[""Ferris Bueller""]",Matthew Broderick,1962
82955,tt0093793,Project X,1987,1.0,nm0000111,"[""Jimmy Garrett""]",Matthew Broderick,1962
82956,tt0094746,Biloxi Blues,1988,1.0,nm0000111,"[""Eugene Morris Jerome""]",Matthew Broderick,1962
82957,tt0096289,Torch Song Trilogy,1988,2.0,nm0000111,"[""Alan Simon""]",Matthew Broderick,1962
82958,tt0107685,The Night We Never Met,1993,1.0,nm0000111,"[""Sam Lester""]",Matthew Broderick,1962
82959,tt0111001,The Road to Wellville,1994,3.0,nm0000111,"[""William Lightbody""]",Matthew Broderick,1962
82960,tt0118556,Addicted to Love,1997,2.0,nm0000111,"[""Sam""]",Matthew Broderick,1962
82961,tt0126886,Election,1999,1.0,nm0000111,"[""Jim McAllister""]",Matthew Broderick,1962
82962,tt0141369,Inspector Gadget,1999,1.0,nm0000111,"[""Inspector Gadget"",""Robo Gadget"",""John Brown""]",Matthew Broderick,1962
82963,tt0326900,Good Boy!,2003,2.0,nm0000111,"[""Hubble""]",Matthew Broderick,1962
82964,tt0327162,The Stepford Wives,2004,3.0,nm0000111,"[""Walter Kresby""]",Matthew Broderick,1962
82965,tt0357054,The Last Shot,2004,1.0,nm0000111,"[""Steven Schats""]",Matthew Broderick,1962
82966,tt0365480,Marie and Bruce,2004,2.0,nm0000111,"[""Bruce""]",Matthew Broderick,1962
82967,tt0389790,Bee Movie,2007,3.0,nm0000111,"[""Adam Flayman""]",Matthew Broderick,1962
82968,tt0395251,The Producers,2005,2.0,nm0000111,"[""Leo Bloom""]",Matthew Broderick,1962
82969,tt0455805,Then She Found Me,2007,4.0,nm0000111,"[""Ben""]",Matthew Broderick,1962
82970,tt0790604,Deck the Halls,2006,1.0,nm0000111,"[""Steve Finch""]",Matthew Broderick,1962
82971,tt0889134,Finding Amanda,2008,1.0,nm0000111,"[""Taylor Mendon""]",Matthew Broderick,1962
82972,tt1007950,Diminished Capacity,2008,1.0,nm0000111,"[""Cooper""]",Matthew Broderick,1962
82973,tt3194590,Dirty Weekend,2015,1.0,nm0000111,"[""Les Moore""]",Matthew Broderick,1962
82974,tt7117594,To Dust,2018,4.0,nm0000111,"[""Albert""]",Matthew Broderick,1962
83002,tt0085970,Mr. Mom,1983,3.0,nm0462735,"[""Alex Butler""]",Frederick Koehler,1975
83003,tt0085970,Mr. Mom,1983,4.0,nm0043552,"[""Kenny Butler""]",Taliesin Jaffe,1977
83022,tt0085979,My Breakfast with Blassie,1983,3.0,nm0123649,"[""Smiler""]",Laurie Burton,1942
83032,tt0085980,My Tutor,1983,1.0,nm0490402,"[""Bobby Chrystal""]",Matt Lattanzi,1959
83033,tt0097029,Catch Me If You Can,1989,1.0,nm0490402,"[""Dylan Malone""]",Matt Lattanzi,1959
83034,tt0085980,My Tutor,1983,2.0,nm0443268,"[""Terry Green""]",Caren Kaye,1951
83035,tt0085980,My Tutor,1983,4.0,nm0104745,"[""Billy""]",Clark Brandon,1958
83045,tt0085994,Nate and Hayes,1983,2.0,nm0001574,"[""Nathaniel Williamson""]",Michael O'Keefe,1955
83046,tt0087260,Finders Keepers,1984,1.0,nm0001574,"[""Michael Rangeloff""]",Michael O'Keefe,1955
83047,tt0090036,The Slugger's Wife,1985,1.0,nm0001574,"[""Darryl Palmer""]",Michael O'Keefe,1955
83048,tt0092210,The Whoopee Boys,1986,1.0,nm0001574,"[""Jake Bateman""]",Michael O'Keefe,1955
83049,tt0110671,Nina Takes a Lover,1994,3.0,nm0001574,"[""Journalist""]",Michael O'Keefe,1955
83050,tt0174732,Herman U.S.A.,2001,2.0,nm0001574,"[""Dennis""]",Michael O'Keefe,1955
83051,tt1916766,Finding Neighbors,2013,1.0,nm0001574,"[""Sam""]",Michael O'Keefe,1955
83053,tt0085994,Nate and Hayes,1983,4.0,nm0780485,"[""Sophie""]",Jenny Seagrove,1957
83058,tt0086037,Off the Wall,1983,2.0,nm0144233,"[""Randy Whitby""]",Patrick Cassidy,1962
83059,tt0093443,Love at Stake,1987,1.0,nm0144233,"[""Miles Campbell""]",Patrick Cassidy,1962
83060,tt0425324,A One Time Thing,2004,3.0,nm0144233,"[""Geoffrey""]",Patrick Cassidy,1962
83061,tt0086037,Off the Wall,1983,4.0,nm0400311,"[""Rico Santiago""]",Bill Hufsey,1958
83065,tt0086079,Papy fait de la résistance,1983,3.0,nm0320801,"[""Le général Herman Spontz""]",Roland Giraud,1942
83072,tt0086081,Party Party,1983,1.0,nm0668766,"[""Toby""]",Daniel Peacock,1958
83073,tt0086081,Party Party,1983,2.0,nm0398253,"[""Johnny Reeve""]",Karl Howman,1952
83074,tt0086081,Party Party,1983,3.0,nm0272129,"[""Larry""]",Perry Fenwick,1962
83075,tt0086081,Party Party,1983,4.0,nm0152521,"[""Sam Diggins""]",Sean Chapman,1961
83092,tt0086112,The Pirates of Penzance,1983,1.0,nm0000177,"[""The Pirate King""]",Kevin Kline,1947
83093,tt0095159,A Fish Called Wanda,1988,3.0,nm0000177,"[""Otto""]",Kevin Kline,1947
83094,tt0106673,Dave,1993,1.0,nm0000177,"[""Dave Kovic"",""Bill Mitchell""]",Kevin Kline,1947
83095,tt0119115,Fierce Creatures,1997,3.0,nm0000177,"[""Vince McCain"",""Rod McCain""]",Kevin Kline,1947
83096,tt0119360,In & Out,1997,1.0,nm0000177,"[""Howard Brackett""]",Kevin Kline,1947
83097,tt0120891,Wild Wild West,1999,2.0,nm0000177,"[""Artemus Gordon"",""President Grant""]",Kevin Kline,1947
83098,tt0138749,The Road to El Dorado,2000,1.0,nm0000177,"[""Tulio""]",Kevin Kline,1947
83099,tt0140379,A Midsummer Night's Dream,1999,1.0,nm0000177,"[""Nick Bottom""]",Kevin Kline,1947
83100,tt0254099,The Anniversary Party,2001,4.0,nm0000177,"[""Cal Gold""]",Kevin Kline,1947
83101,tt0383216,The Pink Panther,2006,2.0,nm0000177,"[""Dreyfus""]",Kevin Kline,1947
83102,tt1204975,Last Vegas,2013,4.0,nm0000177,"[""Sam Harris""]",Kevin Kline,1947
83103,tt1411238,No Strings Attached,2011,3.0,nm0000177,"[""Alvin""]",Kevin Kline,1947
83104,tt1730687,Darling Companion,2012,2.0,nm0000177,"[""Joseph""]",Kevin Kline,1947
83105,tt3623726,Ricki and the Flash,2015,2.0,nm0000177,"[""Pete""]",Kevin Kline,1947
83106,tt0086112,The Pirates of Penzance,1983,3.0,nm0740168,"[""Mabel Stanley""]",Linda Ronstadt,1946
83110,tt0086143,Private School,1983,1.0,nm0000121,"[""Christine""]",Phoebe Cates,1963
83111,tt0087363,Gremlins,1984,2.0,nm0000121,"[""Kate Beringer""]",Phoebe Cates,1963
83112,tt0092834,Date with an Angel,1987,2.0,nm0000121,"[""Patty Winston""]",Phoebe Cates,1963
83113,tt0254099,The Anniversary Party,2001,3.0,nm0000121,"[""Sophia Gold""]",Phoebe Cates,1963
83114,tt0086143,Private School,1983,2.0,nm0751018,"[""Jordan""]",Betsy Russell,1963
83115,tt0090184,Tomboy,1985,1.0,nm0751018,"[""Tomasina 'Tomboy' Boyd""]",Betsy Russell,1963
83116,tt0092744,Cheerleader Camp,1988,1.0,nm0751018,"[""Alison Wentworth""]",Betsy Russell,1963
83117,tt0086143,Private School,1983,3.0,nm0000546,"[""Jim""]",Matthew Modine,1959
83118,tt0112606,Bye Bye Love,1995,1.0,nm0000546,"[""Dave""]",Matthew Modine,1959
83119,tt0119987,The Real Blonde,1997,1.0,nm0000546,"[""Joe""]",Matthew Modine,1959
83120,tt0214277,Very Mean Men,2000,1.0,nm0000546,"[""Bartender""]",Matthew Modine,1959
83121,tt0331509,Funky Monkey,2004,2.0,nm0000546,"[""Alec McCall""]",Matthew Modine,1959
83122,tt0473500,Kettle of Fish,2006,1.0,nm0000546,"[""Mel""]",Matthew Modine,1959
83123,tt0978670,The Neighbor,2007,1.0,nm0000546,"[""Jeff""]",Matthew Modine,1959
83124,tt1053880,"Little Fish, Strange Pond",2009,1.0,nm0000546,"[""Mr. Jack""]",Matthew Modine,1959
83125,tt1817676,Girl in Progress,2012,4.0,nm0000546,"[""Dr. Harford""]",Matthew Modine,1959
83126,tt1821426,Family Weekend,2013,2.0,nm0000546,"[""Duncan Dungy""]",Matthew Modine,1959
83127,tt4076926,The Heyday of the Insensitive Bastards,2015,2.0,nm0000546,"[""Theodore Foster""]",Matthew Modine,1959
83128,tt5718046,An Actor Prepares,2018,3.0,nm0000546,"[""Charlie""]",Matthew Modine,1959
83130,tt0086143,Private School,1983,4.0,nm0957905,"[""Bubba""]",Michael Zorek,1960
83131,tt0089304,Hot Moves,1984,1.0,nm0957905,"[""Barry""]",Michael Zorek,1960
83152,tt0086200,Risky Business,1983,2.0,nm0000360,"[""Lana""]",Rebecca De Mornay,1959
83153,tt0090036,The Slugger's Wife,1985,2.0,nm0000360,"[""Debby Palmer""]",Rebecca De Mornay,1959
83154,tt0092559,And God Created Woman,1988,1.0,nm0000360,"[""Robin Shea""]",Rebecca De Mornay,1959
83155,tt0095145,Feds,1988,1.0,nm0000360,"[""Elizabeth 'Ellie' De Witt""]",Rebecca De Mornay,1959
83156,tt0817177,Flipped,2010,3.0,nm0000360,"[""Patsy Loski""]",Rebecca De Mornay,1959
83157,tt1638899,Periphery,2018,1.0,nm0000360,"[""Vi Warner""]",Rebecca De Mornay,1959
83158,tt0086200,Risky Business,1983,4.0,nm0557956,"[""Rutherford""]",Richard Masur,1948
83159,tt0095519,License to Drive,1988,4.0,nm0557956,"[""Mr. Anderson""]",Richard Masur,1948
83160,tt0095977,Rent-a-Cop,1987,4.0,nm0557956,"[""Roger""]",Richard Masur,1948
83161,tt1047488,Vote and Die: Liszt for President,2008,4.0,nm0557956,"[""Rease Cunningham""]",Richard Masur,1948
83162,tt3092636,Lonely Boys,2016,3.0,nm0557956,"[""Irving""]",Richard Masur,1948
83163,tt6439348,Another Year Together,2018,2.0,nm0557956,"[""Stanley""]",Richard Masur,1948
83164,tt7391126,Hudson,2019,4.0,nm0557956,"[""Jerry""]",Richard Masur,1948
83168,tt0086205,Romantic Comedy,1983,3.0,nm0827973,"[""Blanche""]",Frances Sternhagen,1930
83169,tt0086205,Romantic Comedy,1983,4.0,nm0251733,"[""Allison""]",Janet Eilber,1951
83171,tt0086257,Der Schnüffler,1983,1.0,nm0356448,"[""Herbert Böckmann""]",Dieter Hallervorden,1935
83172,tt0086257,Der Schnüffler,1983,2.0,nm0022480,"[""Anna""]",Catherine Alric,1954
83173,tt0086257,Der Schnüffler,1983,3.0,nm0699596,"[""Fred""]",Tilo Prückner,1940
83180,tt0086261,Scrambled Feet,1983,2.0,nm0238128,\N,John Driver,1947
83181,tt0086261,Scrambled Feet,1983,3.0,nm0352748,"[""Jeffrey""]",Jeffrey Haddow,1947
83182,tt0086261,Scrambled Feet,1983,4.0,nm0624697,"[""Various""]",Roger Neil,1948
83188,tt0086264,Screwballs,1983,1.0,nm0445420,"[""Rick McKay""]",Peter Keleghan,1959
83213,tt0086269,Second Thoughts,1983,1.0,nm0036109,"[""Amy""]",Lucie Arnaz,1951
83214,tt0086269,Second Thoughts,1983,4.0,nm0770399,"[""Janis""]",Anne Schedeen,1949
83223,tt0086352,Spring Break,1983,1.0,nm0460671,"[""Nelson""]",David Knell,1961
